Sentence,Class
Renmans is a butcher chain  which also offers a  Click and Collect  service,Irrelevant
The process starts when a customer phone Renmans to make an order,Relevant
A Renmans employees goes to answer the phone,Relevant
An employee asks for his order via the phone,Relevant
The customer communicates his order and the date and hour that he wants the order via the phone,Relevant
For example  3kg of sausages ans 1kg of steak for tomorrow 3pm,Irrelevant
Then  at the scheduled time  the customer comes to Renmans,Relevant
The customer wait his turn at the butcher and ask for his order,Relevant
Meanwhile  Renmans employees are preparing his order in the workshop,Relevant
Renmans s workshop contain all the equipment needed to make sausages  steaks…,Irrelevant
Then the employee shows the order to the customer,Relevant
The customer pays cash or pays by card,Relevant
The employee gives the order to the customer and the customer leaves the butcher   the process is finished,Relevant
Oxo Burger is a fast food   which also offers a  Delivery  service,Irrelevant
The process starts when a customer phone Oxo to make an order,Relevant
A Oxo employees goes to answer the phone,Relevant
An employee asks for his order via the phone,Relevant
The customer communicates his order via the phone,Relevant
For example  a Menu Cheeseburger with a CocaCola,Irrelevant
Then  the employee communicates to the customer the hour he is going to have his order ,Relevant
Then  the employees prepare his order in the kitchen,Relevant
Oxo Burger s kitchens contain all the equipment needed to cook burgers,Irrelevant
Then the delivery driver puts the adress on the GPS and goes to  deliver the order ,Relevant
When the employee arrives  the customer pays cash ,Relevant
The customer takes the order   the process is finished,Relevant
Citadelle is a hospital in which the customer have to make an appointment to see his doctor,Irrelevant
The process starts when a customer phone La Citadelle to make an appointment ,Relevant
The administration is informed that someone is calling,Relevant
The customer have to wait is turn for an employee,Relevant
The employee answer the phone when is the turn of the custtomer,Relevant
The customer make an appointement with his doctor,Relevant
For example  an appointement with Doctor Dupont ,Irrelevant
Then  the employees watchs the disponibility of the doctor,Relevant
The customer says also his disponibilities and make the appointement,Relevant
For example  an appointement with Doctor Dupont on Monday 7th at 1pm,Irrelevant
At the scedulded time  the customer goes to the hospital,Relevant
The administration says to the customer the room of the doctor,Relevant
The customer goes to his appoitement   the process is finished,Relevant
Amazon is a online shop,Irrelevant
The process starts when a customer want an item of the website ,Relevant
The customer puts the item in the basket ,Relevant
The customer communicate his informations like his adress,Relevant
For example  Benoit Dupont  Rue des arbres  40  5639 Courchevelle  Belgique,Irrelevant
The customer pays by card,Relevant
Then  the customer received an email with the confirmation of his order,Relevant
The customer wait his order,Relevant
Meanwhile  Amazon employees are preparing his order and give it to Bpost,Relevant
Bpost is the national post office of Belgium,Irrelevant
Then the client is informed that his pack is coming ,Relevant
The postman gives him the pack,Relevant
The customer takes the pack   the process is finished,Relevant
Tennis is an expensive sport which requires a good equipment.,Irrelevant
When I feel my racket is not giving enough power anymore  I have to replace it by a new one.,Relevant
